rr,rr_reduced,total_traced,inf_p
6,3,67,4
1,0,2,3
2,2,47,5
4,0,40,1
2,0,7,1
1,1,62,5
2,2,18,5
0,0,1,5
1,0,13,2
1,0,1,3
2,0,15,1
0,0,24,5
8,8,66,5
11,11,56,5
0,0,2,2
2,2,41,5
1,1,32,5
2,2,2,5
0,0,1,5
0,0,4,5
8,8,126,5
2,2,2,5
5,0,24,1
1,0,1,3
4,0.20000000000000018,54,4
7,0,58,1
0,0,8,2
3,3,14,5
2,2,163,5
0,0,2,4
1,0,4,1
2,0,11,1
1,1,20,5
3,0,28,3
1,1,42,5
0,0,2,5
4,4,42,5
1,0,10,4
0,0,7,5
1,1,21,5
0,0,25,3
6,0,58,1
1,0,29,1
1,1,12,5
3,3,29,5
0,0,7,5
4,4,48,5
3,0,47,1
0,0,1,1
3,1.2,25,4
3,3,79,5
1,0,24,3
3,0,43,3
15,2.4000000000000004,184,4
2,1,7,1
10,10,126,5
1,1,7,5
15,15,178,5
5,5,34,5
0,0,0,2
5,0,81,2
0,0,2,5
2,0,6,4
0,0,15,4
2,2,70,5
7,3,45,4
11,1,110,3
1,1,29,5
0,0,2,5
0,0,0,2
6,0,62,3
1,0,7,2
0,0,29,5
1,0,20,3
8,0,63,4
2,1,32,2
1,1,3,5
1,1,4,4
8,1,62,2
6,0,32,2
1,1,9,5
1,1,4,5
8,8,145,5
0,0,3,5
1,1,14,5
0,0,24,5
1,1,7,5
5,3,55,4
1,1,4,3
1,1,21,5
7,0,78,3
0,0,4,5
0,0,0,4
6,0,62,1
8,2.2,27,4
0,0,0,2
4,4,29,5
0,0,10,2
2,0,20,4
3,3,27,5
2,1,3,4
0,0,15,5
9,0,56,1
0,0,0,5
1,1,27,5
3,1,15,2
3,3,37,5
1,1,7,5
0,0,9,4
1,1,22,5
1,0,1,2
0,0,39,4
6,1.2000000000000002,22,4
0,0,10,4
3,0,75,2
8,3,102,1
0,0,2,5
4,1,27,3
3,0,41,1
0,0,7,4
4,1,20,3
3,1,69,3
0,0,3,3
0,0,30,5
1,1,26,5
2,2,5,5
0,0,6,5
1,1,7,3
2,2,77,5
0,0,0,5
0,0,1,5
2,0,20,2
1,0,6,3
3,2,62,4
0,0,2,5
0,0,2,5
1,1,86,5
1,1,21,5
1,1,7,3
4,2,25,3
0,0,1,3
3,1.4,18,4
1,0,6,2
2,0,34,2
3,3,16,5
0,0,1,3
0,0,3,5
0,0,35,5
1,0,71,4
2,2,48,5
10,10,128,5
1,1,9,5
0,0,11,5
1,1,3,5
1,0,50,3
1,1,25,5
0,0,16,5
3,1,33,1
1,1,7,5
0,0,6,5
2,2,23,5
3,2,19,4
5,0,72,2
3,3,52,5
2,0,25,1
3,1,40,4
4,4,61,5
0,0,5,5
5,5,32,5
4,4,43,4
1,1,58,5
0,0,1,1
1,1,63,5
0,0,5,5
0,0,1,3
2,2,30,5
4,0,47,2
1,0,30,2
0,0,2,5
4,0,42,3
5,5,108,5
6,0,38,3
0,0,0,4
0,0,0,1
0,0,13,5
2,2,23,5
5,1,72,3
0,0,7,5
0,0,13,5
2,2,62,5
0,0,25,5
5,5,165,5
7,3,57,4
1,0,11,2
0,0,10,5
0,0,9,5
3,3,98,5
0,0,31,2
1,1,16,5
1,1,12,5
4,1,51,1
0,0,3,3
2,2,51,5
4,1,35,2
7,7,84,5
3,3,104,5
7,0,68,2
0,0,1,5
2,2,23,5
2,0,25,1
1,1,7,5
1,1,1,5
1,1,5,1
0,0,1,5
2,0,14,2
2,2,28,5
0,0,2,5
6,6,165,5
0,0,8,4
3,0,25,4
2,2,35,5
6,0,109,3
1,0,12,3
0,0,9,5
1,1,2,5
0,0,21,5
3,0,27,3
2,2,13,5
3,1,8,2
0,0,2,5
