rr,rr_reduced,total_traced,inf_p
4,4,96,5
1,1,29,5
1,1,16,5
2,0,31,1
1,1,25,5
2,0.3999999999999999,24,4
0,0,5,5
7,7,189,5
1,0,1,3
3,1,64,4
4,4,55,5
0,0,0,5
2,0,30,3
0,0,36,5
2,0.19999999999999996,20,4
1,1,4,2
8,1,92,2
1,1,3,5
1,1,62,5
6,0,83,1
4,0,66,2
2,0,23,3
3,3,61,5
2,2,5,5
3,0,30,2
0,0,1,5
1,0,3,1
0,0,2,1
12,12,161,5
0,0,2,5
4,0,59,3
5,0,92,1
4,0,26,2
0,0,23,5
2,0,3,4
0,0,22,5
1,0,6,1
10,0,217,2
1,1,8,4
